idorganization,passwordhash,name,abbreviation,juridicalentity_idjuridicalentity,street,streetnumber,postal,city,province_idprovince,telnr,faxnr,url,organizationtypeother,goal,organizationkeywordother,remark,active,datecreated,email
77,,Sensoa 3,,1,Kipdorpvest,48a,2000,Antwerpen,1,,,,,"Welzijnsorganisatie - Als service- en expertisecentrum bevordert Sensoa de seksuele gezondheid, met bijzondere aandacht voor de kwaliteit van leven van mensen met HIV en Aids.

",NULL,NULL,1,1/21/2009 14:52,
78,,Ella vzw,,1,Koningsstraat,136,1000,Brussel,6,,,http://www.samv.be/,,"ella staat voor het kruispunt van gender en etniciteit. ella wil actief werk maken van kruispuntdenken in alle sectoren, naar de vrouwenbeweging en in het allochtone middenveld, in onderwijs, sociale sector en welzijnssector. ",NULL,,1,1/21/2009 15:12,
79,,Iedereen Leest,,1,Frankrijklei,130/4,2000,Antwerpen,1,,,www.stichtinglezen.be,,Iedereen Leest is de referentieorganisatie rond lezen en leesplezier en wil samen met partners bouwen aan een sterke en brede leescultuur in Vlaanderen en Brussel.,NULL,,1,1/21/2009 15:16,
526,,Memorial Museum Passchendaele 1917,MMP1917,4,Berten Pilstraat,5A,8980,Zonnebeke,5,,,www.passchendaele.be,,Het MMP1917 is een militair-historisch museum dat onpartijdig het verhaal van de slag om Passendale in een brede context brengt. Met objecten en reconstructies van de gebeurtenissen op het terrein en de soldaten in de slag willen wij in het museum en in het omringende landschap bij het brede publiek de herinnering levend houden en een historische bewustmaking bewerkstellingen over de tragiek van de Eerste Wereldoorlog.,NULL,NULL,1,4/13/2016 09:50,
80,,TV-Brussel,,4,Belvédèrestraat,27,1050,Elsene,6,,,,,Niet openbare regionale televisieomroep,NULL,NULL,1,1/21/2009 15:20,
81,,Verbal Vision,,1,Maria Theresialei,38,2180,Ekeren,1,,,www.verbalvision.be,,"Verbal Vision vzw is een communicatiecentrum voor de non-profitsector en voor sociale acties in bedrijven. Deze vzw ontstond in 1999.

",NULL,,1,1/21/2009 15:24,
82,,"VIVA-SVV, vrouwenvereniging",,1,Sint-Jansstraat,32,1000,Brussel,6,,,http://www.viva-svv.be,,De vrouwenvereniging VIVA-SVV streeft via een netwerk van lokale afdelingen naar het welvoelen van vrouwen uit elke leefwereld.  Daarvoor reiken wij een gevarieerd en maatschappelijke gelieerd aanbod aan met aandacht om vrouwelijke thema’s open te trekken tot gezinsthema’s.  Het landelijk secretariaat werkt ondersteunend en wervend.,NULL,NULL,1,1/21/2009 15:33,
83,,Vlaams Centrum voor Amateurkunsten,,1,Veeweydestraat,24-26,1070,Brussel,6,,,www.amateurkunsten.be,,"Het Vlaams Centrum voor Amateurkunsten (VCA)  is het steunpunt van de Vlaamse Gemeenschap ten behoeve van de amateurkunsten. 

“Het VCA ondersteunt, begeleidt en stimuleert de amateurkunsten zodat een maximale participatie aan en een optimale spreiding van de amateurkunsten bereikt worden.”

",NULL,NULL,1,1/21/2009 15:40,
84,,Vlaams Centrum voor Amateurskunsten (2),,1,Veerweydestraat,24-26,1070,Brussel,6,,,www.amateurskunsten.be,,"Het Vlaams Centrum voor Amateurkunsten (VCA)  is het steunpunt van de Vlaamse Gemeenschap ten behoeve van de amateurkunsten. 

“Het VCA ondersteunt, begeleidt en stimuleert de amateurkunsten zodat een maximale participatie aan en een optimale spreiding van de amateurkunsten bereikt worden.”

",NULL,NULL,1,1/21/2009 15:44,
85,,Vluchtelingenwerk Vlaanderen,,1,Gaucheretstraat,164,1030,Brussel,6,,,www.ociv.org,,"Het OverlegCentrum voor Integratie van Vluchtelingen (OCIV) is een onafhankelijke, breed samengestelde organisatie die zich op basis van de Universele Verklaring van de Rechten van de Mens inzet voor bescherming van vluchtelingen door belangenbehartiging bij hun toelating, opvang en participatie.",NULL,NULL,1,1/21/2009 15:47,
86,,Vluchtelingen werk Vlaanderen (4),,1,Gaucheretstraat,164,1030,Brussel,6,,,www.ociv.org,,"Het OverlegCentrum voor Integratie van Vluchtelingen (OCIV) is een onafhankelijke, breed samengestelde organisatie die zich op basis van de Universele Verklaring van de Rechten van de Mens inzet voor bescherming van vluchtelingen door belangenbehartiging bij hun toelating, opvang en participatie.",NULL,NULL,1,1/21/2009 15:51,
87,,Wereldschool,,1,Cellebroersstraa,16 Ingang 19,1000,Brussel,6,,,,,"De Wereldschool wil bij kinderen en hun begeleiders een mondiaal bewustzijn stimuleren. Via het aanbieden van vorming, inleefateliers en andere vormen van activiteiten wil de Wereldschool een genuanceerd beeld over andere culturen meegeven, kaders aanreiken en inzichten geven in de mechanismen van onrecht en ongelijkheid in de samenleving. Op die manier tracht men een proces van bewustwording en betrokkenheid te creëren t.a.v. de wereldproblematiek.

",NULL,NULL,1,1/21/2009 15:54,
88,,Werkgroep Daedalus,,1,Kraaienbroeklaan,1a,1860,Meise,6,,,,,"Daedalus is een werkgroep van inwoners van de Noordrand waarvan artsen, juristen, journalisten, ingenieurs, mediaspecialisten, en tal van andere beroepen meewerken. Er is ondertussen heel wat expertise opgebouwd op juridisch, technisch  en medisch vlak betreffende de milieuproblematiek van grote luchthavens, Zaventem in het bijzonder.Het medisch aspect kreeg bijzondere aandacht n.a.l.v. een gezamenlijke actie bij minister Tavernier in maart 2003 (250 artsen uit de Noordrand) en n.a.l.v. een gezamenlijk bezwaar tegen de milieuvergunning van BIAC (februari 2004).",NULL,NULL,1,1/21/2009 16:00,
89,,Wijkcomité Haringrode-Werkgroep Militair Hospitaal,,1,Haringrodestraat,82,2018,Antwerpen,1,,,,,"Het Wijkcomité Haringrode bestaat uit bewoners van de gelijknamige wijk die zich inzetten voor een leefbare en aangename wijk. Dit wijkcomité heeft een werkgroep opgericht die initiatieven neemt rond het behoud en de nieuwe invulling van het Militair Hospitaal, gelegen aan de Marialei in Antwerpen.",NULL,NULL,1,1/21/2009 16:05,
90,,Bond Zonder Naam - Sociaal,,1,Rolwagenstraat,49,2018,Antwerpen,1,,,www.bondzondernaam.be,,"Bond Zonder Naam is een beweging die de mens centraal stelt met respect voor ieders vrijheid. Bond zonder Naam geeft voorrang aan gekwetste, vergeten of verdrukte mensen. Bond zonder Naam is méér dan een spreukenorganisatie; is een beweging ‘zonder naam’ zonder politieke, filosofische of kerkelijke binding; is pluralistisch, open en vrij, is een basisbeweging van mensen voor mensen; praat niet, maar doet wat; houdt van concreetheid, duidelijkheid en transparantie; legt geen beslag op mensen; zet niemand vast in enge kaders; respecteert vrijheid; wil enkel inspireren, oproepen en uitnodigen. De Bond Zonder Naam is vooral gekend door haar spreuken waarmee ze de intermenselijke dialoog een meerwaarde wil geven. Het blijft echter niet bij woorden, BZN staat ook voor daden. Opgestart in de jaren ‘50, bestaat BZN uit twee takken: sociaal en cultuur. De Bond Zonder Naam Sociaal ontwikkelt initiatieven ten behoeve van personen en doelgroepen die door de mazen van het sociale vangnet vallen. Vroeger waren deze mensen vooral daklozen, aanstaande moeders, gevangenen, zigeuners…Eén van de minderheidsgroepen die recent meer in de aandacht gekomen zijn, zijn de vluchtelingen – en meer bepaald de mensen zonder papieren. Voor deze doelgroep heeft de BZN in samenwerking met andere organisaties ‘Filet Divers’ opgericht en dit in de Rolwagenstraat 49 te 2018 Antwerpen. In dit huis is de Sociale Kruidenier gehuisvest: een dienst waar mensen zelf hun voedselpakketten kunnen samenstellen. Andere activiteiten die in het huis georganiseerd worden zijn een houtatelier, een kookproject en een animatiegroep. Al deze activiteiten hebben tot doel de participatie van mensen zonder papieren te verhogen en om hun wachttijd zinvol in te vullen. ",NULL,,1,1/23/2009 14:01,
91,,Chirojeugd Vlaanderen (2),,1,Kipdorp,30,2000,Antwerpen,1,,,www.chiro.be,,"Chiro wil op verschillende plaatsen in Vlaanderen en Brussel kinderen en jongeren in hun vrije tijd verenigen. We willen hierbij alle kinderen en jongeren aanspreken. Via spel willen we kinderen en jongeren ervaringen laten opdoen, leren samenleven, hen een kijk bieden op zichzelf en de wereld. Chiro wil een leerschool voor het leven zijn. Spel wordt een manier van leven. Chiro heeft een eigen winkelketen (De Banier), om haar eigen producten tot bij de leden te brengen. ",NULL,NULL,0,1/23/2009 14:06,
92,,De Spreeuw vzw,,1,Lotellingstraat,8,2812,Muizen,1,,,www.home.scarlet.be/~ecardoen/,,Buurtraad,NULL,NULL,1,1/23/2009 14:10,
93,,"Factor 10, jeugddienst",,1,Sint Jansstraat,32,1000,Brussel,6,,,,,"Factor 10 is een landelijke erkende jeugddienst die activiteiten organiseert, jeugdwerkers opleidt, publicaties uitgeeft en producten ontwikkelt. Factor 10 richt zich tot de kinderen van de lagere school. ",NULL,NULL,1,1/23/2009 14:14,
94,,Forum van Etnisch-Culturele Minderheden (3),,1,Vooruitgangstraat,323 bus 4,1030,Brussel,6,,,www.minderhedenforum.be,,"Het Forum voor Etnisch-Culturele Minderheden is een koepel van verenigingen van etnisch-culturele minderheden. Dit zijn allochtonen, vluchtelingen en woonwagenbewoners. Gedragen door de basis van het verenigingsleven, vervult het Forum het woordvoerderschap van deze groepen. Het Minderhedenforum ontwikkelt gezamenlijke visies en standpunten en is de erkende gesprekspartner van de overheid voor alle materies die de etnisch-culturele minderheden aanbelangen.",NULL,NULL,1,1/23/2009 14:24,
95,,Katarsis,,1,Pastoor Raeymaeckersstraat,19/21,3600,genk,3,,,,,"Katarsis is een revalidatiecentrum waar mannen en vrouwen terecht kunnen die problemen hebben met illegale drugs, alcohol of medicatie en die hiervoor een opname wensen. Er wordt gewerkt en geleefd in groep, onder begeleiding van een team van deskundigen. In dit groepsgebeuren wordt voor iedere cliënt een individueel programma op maat uitgewerkt. Katarsis stelt zich tot doel personen met problematisch middelengebruik te reïntegreren in de maatschappij door het aanbieden van een totaaltraject drugvrij. Hiervoor zal zij haar cliënten de meest optimale begeleiding aanbieden, waarbij naar ieders mogelijkheden, het maximaal haalbare het streefdoel is. Dit alles vanuit een rotsvast vertrouwen in de groeimogelijkheden van eenieder, en in volle respect voor ieders levensbeschouwing. De professionaliteit van haar hulpverleners en permanente deskundigheidsbevordering staan hierin centraal. ",NULL,NULL,1,1/23/2009 14:32,
96,,Modemuseum Hasselt,,1,Gasthuisstraat,11,3500,Hasselt,3,,,www.modemuseumhasselt.be,,"Het Stedelijk Modemuseum Hasselt is een museum dat de bezoeker wil laten kennis maken met de kostuumgeschiedenis van 1750 tot nu, aan de hand van originele kostuums. ",NULL,,1,1/23/2009 14:37,
97,,Oudercomité Da Vinci-school Edegem,,4,Mgr. Cardijnlaan,1,2650,Edegem,1,,,,,"De Da Vinci-school uit Edegem biedt opleidingen aan in het TSO en BSO. De school telt zo‘n 270 leerlingen: ongeveer 40% is van allochtone afkomst, 2 op 3 leerlingen volgen een beroepsopleiding. Het oudercomité van deze school heeft zich bij de Wetenschapswinkel aangemeld. In functie van de school zijn verschillende comités actief: a) Het oudercomité met 8 leden b) De vriendenkring (VEGO) met 10 à 12 actieve leden, waarvan voornamelijk personeelsleden. Zij zorgen er vooral voor dat er geld in het laatje komt door oa een Spaghettifestijn of wafelenbak te organiseren. c) Een Leerlingenraad met voornamelijk leerlingen uit de 2de en de 3de graad. d) Een Schoolraad (waarin eveneens ook ouders moeten zetelen). Met het oudercomité wil men, via een vertegenwoordiging van ouders, een inbreng leveren in het functioneren van de school. De samenwerking met de directie en de leerkrachten verloopt optimaal. Ook zij willen graag een oudercomité dat een werkelijke vertegenwoordiging is van alle ouders. De taken van het oudercomité bestaan onder anderen uit: • Het mee opvolgen van pedagogische beslissingen. Bv over leerproblemen: wat met dyslexie? Wat met ADHD? • Het al dan niet uitbreiden van het schoolreglement • Het bespreken van ideeën van leerlingen. Bv er werd een idee geopperd om drankjes in flesjes te geven ipv in blik. Door het oudercomité werd nagegaan of dit kon in de school. • De school veranderde onlangs van naam. Het oudercomité had inzegging in de nieuwe naamkeuze. • Inzegging in een klas-splitsing • .... ",NULL,NULL,1,1/23/2009 14:41,
98,,Sanguinfonds Hematologie Antwerpen,,1,Wilrijkstraat,10,2650,Edegem,1,,,,,"Het “Sanguïnfonds Hematologie Antwerpen” is opgericht in 2003, vanuit het “Steunfonds Hemato”. Binnen de organisatie werken alle medewerkers van de dienst Hematologie, Hemostase en Stamceltherapie van het Universitair Ziekenhuis Antwerpen. Het Sanguïnfonds wil de activiteiten op de dienst Hematologie, Hemostase en Stamceltherapie van het Universitair Ziekenhuis Antwerpen verder uitbreiden en wil uitgroeien tot een organisatie die breed wordt gewaardeerd, door ouders en kinderen, door grootouders, door artsen, verpleegkundigen, psychosociale teams, mensen in het onderwijs, verwante organisaties, en de Belgische Federatie tegen Kanker. Doelstellingen: •het steunen en begeleiden van patiënten met bloed- of lymfeklierkanker en hun familie tijdens én na ziekte en behandeling. •het verbeteren van de positie van adolescenten met bloed- of lymfeklierkanker. •het bevorderen van de kwaliteit van psychosociale zorg en wetenschappelijk onderzoek. ",NULL,NULL,1,1/23/2009 14:46,
99,,Speelpleinen voor Groot-Antwerpen,,1,Otto Veniusstraat,20,2000,Antwerpen,1,,,www.speelpleinen.be,,"Speelpleinen Groot-Antwerpen wil kinderen avontuurlijke speelkansen bieden tijdens schoolvakanties. Hierbij wordt aandacht besteed aan humane waarden, gezondheid, beweging en ontspanning. We werken met een heterogene doelgroep en gaan ervan uit dat alle kinderen welkom zijn op onze speelpleinwerking. Er gaat ook extra aandacht naar ‘bijzondere‘ doelgroepen, met name kinderen met een handicap, maatschappelijk kwetsbare jongeren en allochtone kinderen. Speelpleinen Groot-Antwerpen bestaat momenteel uit 6 verschillende speelpleinwerkingen die 4000 verschillende kinderen bereikt. ",NULL,,1,1/23/2009 14:55,
100,,Stuurgroep Sint-Andries,,1,Kammenstraat,80,2000,Antwerpen,1,,,,,"Stuurgroep Sint-Andries is een buurtvereniging. Werken aan leefbaarheid van het Sint-Andrieskwartier in de ruime zin van het woord. We werken met een wijkontwikkelingsplan, waarin àlle maatschappelijke thema‘s van een stadswijk aan bod komen. Op de maandelijkse stuurgroepvergadering wordt de ‘res publica’, het algemeen belang van elk thema of actiepunt op scherp gezet.",NULL,NULL,1,1/23/2009 15:01,
101,,UNIZO,,1,Spastraat,8,1000,Brussel,6,,,www.unizo.be,,"De drie kernopdrachten van UNIZO zijn belangenbehartiging, advies en informatie voor zelfstandige ondernemers.",NULL,NULL,1,1/23/2009 15:05,
102,,Kruispunt Migratie-Integratie (voormalig Vlaams Minderheden Centrum),,1,Vooruitgangsstraat,323 bus 1,1030,Brussel,6,,,http://www.kruispuntmi.be/,,"Eén van de kerntaken van het Kruispunt Migratie-Integratie is het aanbieden van structurele ondersteuning aan de integratiecentra- en diensten én het vluchtelingen- en woonwagenwerk. Het uitgangspunt is daarbij de etnisch-culturele diversiteit van Vlaanderen en Brussel. Het Kruispunt ijvert voor een harmonieuze samenleving, met basisrechten en gelijke kansen voor etnisch-culturele minderheden (allochtonen, vluchtelingen, mensen zonder papieren en woonwagenbewoners). De ondersteuning van het Vlaams Minderhedencentrum is veelzijdig en heeft welomlijnde doelstellingen: Het Kruispunt zorgt voor een breed en levendig info-aanbod adhv een up-to-date tijdschriften- en boekenbestand, samenwerking met andere bibliotheken en de maandelijkse nieuwsbrief ‘DIVERS’; Het levert kwalitatief juridisch advies over vreemdelingenrecht; Vorming, training en opleiding van medewerkers in de sector is een vast onderdeel van het aanbod van het K.M-I.; Het K.M-I. bestudeert en evalueert het Vlaamse beleid inzake etnisch-culturele minderheden en; Ontwikkelt nieuwe methodieken en werkinstrumenten om de toegankelijkheid van diensten en instellingen voor etnisch-culturele minderheden te vergroten en steun te leveren aan deze groepen bij het opeisen van hun rechten in deze samenleving. ",NULL,,1,1/23/2009 15:08,
103,,Netwerk tegen Armoede,,1,Vooruitgangsstraat,232/6,1030,Brussel,6,,,www.netwerktegenarmoede.be,,Netwerk van verenigingen waar armen het woord nemen. Doelstelling: mensen in armoede vanuit hun ervaringen actief aan het beleid laten participeren. 1. armen verenigen 2. armen het woord verlenen 3. werken aan maatschappelijke emancipatie 4. werken aan maatschappelijke structuren (de 10 grondrechten) 5. werken aan dialoog en vorming 6. steeds de allerarmsten blijven zoeken en betrekken ,NULL,,1,1/23/2009 15:12,
