"idquestionlog","question_idquestion","datecreated","event","description","attachment","manual"
"681","270","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"682","269","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"683","268","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"684","267","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"685","266","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"686","265","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"687","264","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"688","263","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"689","262","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"690","261","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"691","260","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"692","259","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"693","258","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"694","257","2009-01-21 16:25:22","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"695","256","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"696","255","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"697","254","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"698","253","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"699","252","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"700","251","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"701","250","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"702","249","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"703","248","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"704","247","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"705","246","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"706","245","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"707","244","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"708","243","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"709","242","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"710","241","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"711","240","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"712","239","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"713","238","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"714","237","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"715","236","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"716","235","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"717","234","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"718","233","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"719","232","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"720","231","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"721","230","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"722","229","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"723","228","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"724","227","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"725","226","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"726","225","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"727","224","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"728","223","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"729","222","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"730","221","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"731","220","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"732","219","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"733","218","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"734","217","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"735","216","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"736","215","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"737","214","2009-01-21 16:25:23","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"738","324","2009-01-21 16:33:21","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"739","324","2009-01-21 16:35:42","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"740","325","2009-01-21 16:35:42","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"741","211","2009-01-21 16:36:09","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"742","209","2009-01-21 16:36:22","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"743","325","2009-01-21 16:37:51","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"744","323","2009-01-21 16:39:36","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"745","323","2009-01-21 16:41:26","Verwerkt. Actie: Doorverwezen door Wetenschapswinkel Brussel.","Verwerkt. Actie: Doorverwezen door Wetenschapswinkel Brussel.","NULL","0"
"746","213","2009-01-21 16:43:00","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"747","213","2009-01-21 16:43:23","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"748","329","2009-01-21 16:43:23","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"749","329","2009-01-21 16:44:07","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"750","322","2009-01-21 16:50:25","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"751","322","2009-01-21 16:51:27","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"752","330","2009-01-21 16:51:27","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"753","322","2009-01-21 16:52:18","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"754","332","2009-01-21 16:52:18","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"755","332","2009-01-21 16:54:53","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"756","321","2009-01-21 16:55:36","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"757","321","2009-01-21 16:56:32","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"758","333","2009-01-21 16:56:32","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"759","333","2009-01-21 16:57:34","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"760","320","2009-01-21 16:58:08","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"761","319","2009-01-22 09:24:41","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"762","320","2009-01-22 09:26:06","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"763","334","2009-01-22 09:26:06","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"764","319","2009-01-22 09:31:24","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"765","335","2009-01-22 09:31:24","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"766","335","2009-01-22 09:35:33","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"767","334","2009-01-22 09:37:17","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"768","318","2009-01-22 09:44:34","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"769","317","2009-01-22 09:44:41","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"770","316","2009-01-22 09:44:46","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"771","315","2009-01-22 09:44:52","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"772","314","2009-01-22 09:44:57","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"773","318","2009-01-22 09:45:55","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"774","336","2009-01-22 09:45:55","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"775","336","2009-01-22 09:46:58","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"776","317","2009-01-22 09:47:42","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"777","337","2009-01-22 09:47:42","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"778","337","2009-01-22 09:48:45","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"779","316","2009-01-22 09:49:43","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"780","338","2009-01-22 09:49:43","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"781","338","2009-01-22 09:50:48","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"782","315","2009-01-22 09:52:06","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"783","339","2009-01-22 09:52:06","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"784","339","2009-01-22 09:53:28","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"785","314","2009-01-22 09:54:26","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"786","340","2009-01-22 09:54:26","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"787","340","2009-01-22 09:55:26","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"788","313","2009-01-22 09:55:42","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"789","312","2009-01-22 09:55:48","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"790","311","2009-01-22 09:55:53","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"791","310","2009-01-22 09:55:57","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"792","309","2009-01-22 09:56:01","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"793","313","2009-01-22 09:56:49","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
